id,mark,model,year,mileage,body_type,color,engine_vol,fuel,gearbox,cleared,price
12994,Moskvich/AZLK,2140,1986,0,Limousine,White,15,Petrol,Mechanical,1.0,365
12995,Renault,Scenic,2007,96000,Hatchback,Gray,16,Petrol,Mechanical,1.0,6000
12996,Mitsubishi,Lancer,1994,380000,Sedan,White,1300,Gas / petrol,Mechanical,1.0,2400
12997,Renault,Master,2000,250000,Pickup,Red,2500,Diesel,Mechanical,1.0,6000
12998,Opel,Omega,1995,0,Sedan,Cherry,2000,Gas / petrol,Automatic,1.0,3950
12999,Opel,Kadett,1988,160000,Universal,White,1300,Gas / petrol,Mechanical,1.0,1538
13000,Mitsubishi,Lancer,1987,400000,Sedan,Silver,1500,Petrol,Mechanical,1.0,500
13001,BMW,5 серия,2003,290000,Universal,Black,2500,Diesel,Automatic,1.0,8500
13002,Ford,Sierra,1987,100000,Universal,Red,2000,Petrol,Mechanical,1.0,2000
13003,BMW,5 серия,1992,300,Sedan,Green,2497,Diesel,Mechanical,1.0,5000
13004,Peugeot,Partner,2014,164000,Passenger van (up to 1.5 tons),White,1600,Diesel,Mechanical,1.0,10500
13005,VAZ,2104,1989,1000000,Universal,Blue,1600,Petrol,Mechanical,1.0,1100
13006,Peugeot,406,2000,296000,Universal,Green,2000,Diesel,Mechanical,0.0,599
13007,Audi,A6,2000,232000,Universal,Black,2500,Diesel,Automatic,0.0,4000
13008,Volkswagen,Passat Hatchback,1986,325000,Hatchback,Green,1600,Petrol,Mechanical,1.0,1600
13009,VAZ,21213,1995,170,SUV / Crossover,Green,1800,Gas / petrol,Mechanical,1.0,4000
13010,BMW,5 серия,1989,322000,Sedan,Green,2500,Petrol,Mechanical,1.0,3500
13011,Renault,Kangoo Passenger,2015,55000,Minivan,Black,1600,Petrol,Mechanical,0.0,4000
13012,Volkswagen,Caddy,2012,208,Pickup,Violet,1598,Diesel,Mechanical,1.0,12900
13013,Opel,Astra,1998,350000,Universal,Black,20,Diesel,Mechanical,0.0,700
13014,Opel,Astra,1998,331000,Hatchback,Blue,1998,Diesel,Mechanical,1.0,4200
13015,Subaru,Legacy,2004,270000,Sedan,Gray,2000,Gas / petrol,Automatic,1.0,8000
13016,Toyota,Camry,2002,170000,Sedan,Golden,24,Gas / petrol,Automatic,1.0,8000
13017,Volkswagen,Passat Hatchback,2006,198,Universal,Black,2000,Diesel,Mechanical,1.0,8600
13018,Daewoo,Sens,2005,200000,Sedan,Gray,1300,Gas / petrol,Mechanical,1.0,2200
13019,Audi,Coupe,2015,100000,Coupe,White,3500,Petrol,Automatic,0.0,39316
13020,Fiat,Doblo,2007,240000,Minivan,Blue,14,Petrol,Mechanical,1.0,6250
13021,VAZ,2121,1981,0,SUV / Crossover,Red,1600,Petrol,Mechanical,1.0,1700
13022,Moskvich/AZLK,407,1961,1000000,Sedan,Blue,1200,Petrol,Mechanical,1.0,192
13023,Daewoo,Другая,2003,170000,Sedan,White,15,Gas / petrol,Mechanical,1.0,3050
13024,ZAZ,1103 Slavuta,2006,49000,Hatchback,Green,12,Petrol,Mechanical,1.0,2000
13025,Mercedes-Benz,S серия,2006,110000,Sedan,Black,5000,Petrol,Automatic,0.0,11000
13026,Audi,A6,2002,419000,Universal,Gray,2496,Diesel,Automatic,0.0,2500
13027,Chevrolet,Lacetti,2007,238000,Sedan,Blue,1800,Gas / petrol,Mechanical,1.0,5700
13028,Ford,Mondeo,1996,0,Hatchback,Blue,1800,Gas / petrol,Mechanical,1.0,2500
13029,Renault,Trafic,2007,100000,Passenger van (up to 1.5 tons),Olive,20,Diesel,Mechanical,1.0,7200
13030,Mitsubishi,Space Star,1999,260,Universal,Blue,1800,Petrol,Mechanical,0.0,800
13031,Renault,Megane,2008,237000,Universal,Gray,1500,Diesel,Mechanical,1.0,5700
13032,Hyundai,Trajet,2001,0,Minivan,Blue,19,Diesel,Mechanical,0.0,1001
13033,Citroen,C5,2008,320,Universal,Blue,22,Diesel,Automatic,1.0,7500
13034,Opel,Vectra,1996,182000,Hatchback,Cherry,1600,Petrol,Mechanical,0.0,550
13035,Mercedes-Benz,ML серия,1998,210000,SUV / Crossover,Silver,3200,Gas / petrol,Automatic,1.0,9000
13036,BMW,5 серия,1986,406000,Sedan,Blue,2426,Diesel,Mechanical,1.0,2300
13037,Mazda,6,2004,102000,Sedan,Asphalt,2300,Gas / petrol,Automatic,1.0,4777
13038,Audi,A6,1998,330000,Sedan,Blue,25,Diesel,Mechanical,0.0,1000
13039,Volkswagen,Jetta,2007,190000,Sedan,Silver,1600,Gas / petrol,Mechanical,1.0,8100
13040,VAZ,2105,1984,0,Sedan,White,1300,Petrol,Mechanical,1.0,700
13041,VAZ,2106,1985,70000,Sedan,Red,1500,Gas / petrol,Mechanical,1.0,1800
13042,VAZ,2106,1983,0,Sedan,Blue,13,Gas / petrol,Mechanical,1.0,750
13043,Toyota,Camry,2013,88000,Sedan,Silver,2493,Petrol,Automatic,1.0,13500
13044,Suzuki,Grand Vitara,2006,188000,SUV / Crossover,Black,2000,Gas / petrol,Automatic,1.0,8500
13045,Mercedes-Benz,C серия,2002,225000,Sedan,Blue,2200,Diesel,Automatic,1.0,4700
13046,Opel,Omega,1988,30000,Sedan,Gray,2000,Gas / petrol,Mechanical,1.0,2100
13047,Volvo,S40,1989,0,Sedan,Cherry,1800,Petrol,Mechanical,0.0,1000
13048,Volvo,V40 Kombi,2002,0,Universal,Asphalt,2,Diesel,Mechanical,0.0,576
13049,VAZ,2109,1992,0,Other,Blue,1300,Petrol,Mechanical,1.0,1900
13050,Chevrolet,Lacetti,2006,116000,Hatchback,Beige,1600,Petrol,Mechanical,1.0,5200
13051,Opel,Vectra,2000,0,Sedan,Black,1600,Petrol,Mechanical,1.0,3400
13052,Chrysler,Voyager,2003,350000,Minivan,Black,2500,Diesel,Mechanical,1.0,4700
13053,IZH,2126,2002,0,Hatchback,Blue,1700,Gas / petrol,Mechanical,1.0,1500
13054,Chevrolet,Malibu,2017,66000,Sedan,Black,1500,Petrol,Automatic,1.0,11800
13055,Nissan,Rogue,2015,74000,SUV / Crossover,White,2500,Petrol,Automatic,1.0,12500
13056,Daewoo,Lanos (Sens),2011,150000,Sedan,Beige,1500,Gas / petrol,Mechanical,1.0,4500
13057,Daewoo,Lanos (Sens),1999,168000,Universal,Gray,1451,Petrol,Mechanical,0.0,1000
13058,Opel,Astra,1992,0,Sedan,Gray,16,Gas / petrol,Mechanical,1.0,2000
13059,Opel,Omega,1998,217000,Sedan,Green,3000,Petrol,Automatic,1.0,3100
13060,Skoda,Superb,2007,260000,Sedan,Gray,1900,Diesel,Mechanical,0.0,39316
13061,Renault,Trafic,2009,212000,Other,Olive,2,Diesel,Mechanical,1.0,10000
13062,Mercedes-Benz,C серия,2012,89,Coupe,White,2,Petrol,Automatic,1.0,20500
13063,Jeep,Compass,2007,150000,SUV / Crossover,Gray,2000,Diesel,Mechanical,1.0,9000
13064,Ford,Focus,2007,236500,Hatchback,Gray,1599,Diesel,Mechanical,1.0,5700
13065,Daewoo,Lanos (Sens),2007,246000,Sedan,White,1500,Petrol,Mechanical,1.0,2550
13066,Ford,Transit,1999,317,Minivan,Green,2500,Diesel,Mechanical,1.0,3950
13067,Mazda,929,1989,300000,Sedan,Silver,2200,Petrol,Mechanical,1.0,1800
13068,Skoda,RS,2010,227000,Universal,Olive,1600,Diesel,Mechanical,1.0,9950
13069,Daewoo,Nexia,2007,76000,Sedan,Yellow,1500,Petrol,Mechanical,1.0,3500
13070,Renault,19,1986,275000,Hatchback,Red,1720,Petrol,Mechanical,1.0,1600
13071,BMW,X1,2011,114,SUV / Crossover,Black,2000,Petrol,Automatic,1.0,16800
13072,Audi,100,1988,435,Sedan,Blue,22,Gas / petrol,Mechanical,1.0,3099
13073,VAZ,21111,2005,0,Universal,Black,15,Gas / petrol,Mechanical,1.0,0
13074,Fiat,Ducato,1990,300000,Passenger van (up to 1.5 tons),White,2500,Diesel,Mechanical,1.0,1800
13075,Volkswagen,Passat Sedan,2008,145,Sedan,Blue,18,Petrol,Automatic,1.0,9999
13076,Renault,Laguna,1997,279777,Hatchback,Gray,1800,Gas / petrol,Mechanical,0.0,800
13077,Opel,Astra,2015,170000,Universal,Gray,1600,Diesel,Mechanical,1.0,11800
13078,Opel,Vectra,1990,50000,Sedan,Asphalt,1500,Petrol,Mechanical,1.0,0
13079,Jeep,Grand Cherokee,2003,270000,SUV / Crossover,Gray,2700,Diesel,Automatic,0.0,4000
13080,Chery,Amulet,2007,0,Liftback,Black,1598,Gas / petrol,Mechanical,1.0,2500
13081,Daewoo,Lanos (Sens),2007,0,Sedan,Green,14,Gas / petrol,Mechanical,1.0,2000
13082,Volkswagen,Passat Sedan,2011,180,Sedan,Brown,1800,Petrol,Automatic,1.0,11600
13083,Mercedes-Benz,220,2005,375000,Sedan,Silver,2200,Diesel,Automatic,1.0,9777
13084,Renault,Scenic II,2006,154000,Minivan,Silver,19,Diesel,Automatic,0.0,3600
13085,Geely,Emgrand,2013,89000,Sedan,White,15,Petrol,Mechanical,1.0,6000
13086,Subaru,Legacy,2004,111000,Universal,Cherry,2000,Petrol,Automatic,0.0,3300
13087,Renault,Trafic,2007,200000,Passenger van (up to 1.5 tons),White,2500,Diesel,Mechanical,1.0,7500
13088,Mazda,Rx-8,2004,0,Sedan,Blue,2500,Petrol,Mechanical,1.0,6000
13089,Opel,Astra,2002,272000,Universal,Blue,1600,Petrol,Mechanical,1.0,5100
13090,VAZ,2110,2011,67000,Sedan,Gray,1600,Gas / petrol,Mechanical,1.0,4500
13091,Opel,Kadett,1987,10000,Sedan,Blue,1300,Gas / petrol,Mechanical,1.0,1500
13092,Renault,Megane,2006,171000,Universal,Black,1995,Diesel,Mechanical,1.0,6850
13093,Mazda,3,2016,57000,Sedan,Black,2000,Petrol,Tiptronic,1.0,9800
13094,Mercedes-Benz,ML серия,2008,310,SUV / Crossover,Black,3000,Diesel,Automatic,1.0,13700
13095,Opel,Vectra,1990,0,Sedan,Blue,16,Petrol,Mechanical,1.0,1700
13096,VAZ,1117 Kalina Универсал,2010,38,Universal,Asphalt,1400,Petrol,Mechanical,1.0,5250
13097,Ford,Transit,1999,317,Passenger van (up to 1.5 tons),Green,2500,Diesel,Mechanical,1.0,3950
13098,Ford,Mondeo,1998,422000,Universal,Violet,1800,Gas / petrol,Mechanical,1.0,3100
13099,Opel,Omega,1988,237000,Sedan,Beige,2000,Petrol,Mechanical,1.0,1200
13100,Volkswagen,Caddy,2005,190000,Other,Blue,2,Diesel,Mechanical,1.0,6000
13101,Chrysler,Voyager,2002,505000,Minivan,White,2500,Diesel,Mechanical,1.0,6500
13102,Opel,Omega,1996,350000,Universal,Green,2000,Gas / petrol,Mechanical,1.0,3846
13103,VAZ,2108,1991,100,Hatchback,Gray,13,Petrol,Mechanical,1.0,1250
13104,GAZ,Другая,1980,50000,Sedan,White,2400,Petrol,Mechanical,1.0,800
13105,Fiat,Ducato,1993,400000,Passenger van (up to 1.5 tons),White,2500,Diesel,Mechanical,1.0,1153
13106,Renault,Espace,2004,170000,Minivan,Asphalt,1998,Petrol,Automatic,1.0,39316
13107,VAZ,2113,2010,115000,Coupe,Green,1600,Gas / petrol,Mechanical,1.0,3500
13108,Volkswagen,Caddy,2012,197,Passenger van (up to 1.5 tons),White,1600,Diesel,Mechanical,1.0,8400
13109,Opel,Vectra,2004,310,Sedan,Gray,3,Gas / petrol,Automatic,1.0,5200
13110,VAZ,2101,1978,35000,Sedan,White,1200,Gas / petrol,Mechanical,1.0,1019
13111,Opel,Astra,2008,107000,Sedan,Blue,1400,Petrol,Mechanical,1.0,6500
13112,Volkswagen,Sharan,2004,244000,Minivan,Black,1800,Gas / petrol,Mechanical,1.0,6800
13113,Mercedes-Benz,200,1981,43398,Sedan,White,2000,Gas / petrol,Mechanical,1.0,2000
13114,BMW,3 серия,1992,25000,Hatchback,Green,1800,Gas / petrol,Mechanical,1.0,5000
13115,Volkswagen,Golf,1988,250000,Hatchback,Gray,16,Gas / petrol,Mechanical,1.0,2450
13116,Chevrolet,Aveo,2011,170000,Sedan,White,1200,Petrol,Mechanical,1.0,7900
13117,Honda,CR-V,1998,205000,SUV / Crossover,Green,2000,Gas / petrol,Automatic,1.0,6200
13118,Subaru,Forester,1998,160000,Universal,Gray,2000,Gas / petrol,Mechanical,0.0,2500
13119,Opel,Omega,2000,0,Universal,Blue,2,Diesel,Mechanical,0.0,39316
13120,Skoda,Octavia,2002,210000,Liftback,Green,1900,Diesel,Mechanical,1.0,8000
13121,Other,,1989,110,Hatchback,White,1600,Gas / petrol,Mechanical,1.0,1350
13122,Nissan,X-Trail,2005,220000,SUV / Crossover,Black,2,Gas / petrol,Automatic,1.0,8200
13123,Opel,Zafira,2002,310000,Universal,White,2000,Diesel,Mechanical,1.0,4600
13124,Renault,Laguna,2004,250000,Universal,Blue,1900,Diesel,Mechanical,1.0,576
13125,VAZ,21099,2006,206000,Sedan,Gray,15,Petrol,Mechanical,1.0,2500
13126,ZAZ,Таврия,2004,0,Pickup,White,1000,Petrol,Mechanical,1.0,2000
13127,Chevrolet,Aveo,2007,147000,Sedan,Red,1500,Gas / petrol,Mechanical,1.0,5300
13128,GAZ,24,1986,0,Sedan,Gray,2400,Petrol,Mechanical,1.0,480
13129,BMW,7 серия,2002,350000,Sedan,White,4400,Petrol,Tiptronic,1.0,11000
13130,Opel,Astra,2001,450000,Universal,Silver,1700,Diesel,Mechanical,1.0,4850
13131,VAZ,2101,1975,25000,Sedan,Green,1500,Gas / petrol,Mechanical,1.0,865
13132,GAZ,21,1961,0,Sedan,Green,24,Petrol,Mechanical,1.0,692
13133,Chevrolet,Evanda,2005,100,Sedan,Gray,2,Gas / petrol,Mechanical,1.0,5576
13134,VAZ,2106,1976,10000,Sedan,White,16,Gas / petrol,Mechanical,1.0,923
13135,Dodge,Caliber,2007,81000,SUV / Crossover,Orange,2000,Hybrid,Variator,1.0,8300
13136,Volkswagen,Jetta,1987,0,Sedan,Black,1600,Diesel,Mechanical,1.0,2500
13137,Opel,Omega,1995,0,Sedan,White,2000,Gas / petrol,Mechanical,1.0,2307
13138,Seat,Ibiza,2006,164000,Hatchback,Yellow,18,Gas / petrol,Mechanical,1.0,8000
13139,Ford,Orion,1992,200000,Sedan,Red,18,Diesel,Mechanical,1.0,519
13140,BMW,X3,2013,73250,SUV / Crossover,White,2000,Petrol,Automatic,0.0,16000
13141,Opel,Astra,2002,210,Hatchback,Black,1600,Gas / petrol,Mechanical,1.0,4600
13142,Mercedes-Benz,Vito,2004,400000,Minivan,White,2200,Diesel,Mechanical,1.0,7000
13143,Volkswagen,Passat Sedan,1999,250000,Sedan,Blue,1896,Diesel,Mechanical,1.0,5500
13144,VAZ,21043,1990,85000,Universal,Blue,1451,Petrol,Mechanical,1.0,634
13145,Opel,Vectra,2001,0,Hatchback,Asphalt,2,Diesel,Mechanical,1.0,5300
13146,Volkswagen,Jetta,1987,485000,Hatchback,Blue,13,Petrol,Mechanical,1.0,2400
13147,BMW,3 серия,2000,0,Sedan,Black,2,Diesel,Mechanical,1.0,7000
13148,VAZ,2103,1987,0,Sedan,Violet,1900,Gas / petrol,Mechanical,1.0,1400
13149,VAZ,2104,1993,0,Universal,Beige,1500,Petrol,Mechanical,1.0,1750
13150,Toyota,Fortuner,2008,190,SUV / Crossover,Magnolias,2700,Gas / petrol,Automatic,1.0,10000
13151,,Dedra,1992,0,Sedan,Blue,1600,Petrol,Mechanical,1.0,2000
13152,VAZ,2109,2006,200000,Hatchback,Green,1600,Gas / petrol,Mechanical,1.0,2300
13153,Renault,Trafic,2003,0,Passenger van (up to 1.5 tons),White,19,Diesel,Mechanical,1.0,6800
13154,Nissan,Patrol,1998,0,SUV / Crossover,Green,2800,Diesel,Mechanical,0.0,5200
13155,Hyundai,Matrix,2008,215000,Minivan,Silver,1600,Gas / petrol,Mechanical,1.0,5600
13156,Citroen,Jumper,2007,304000,Passenger van (up to 1.5 tons),White,2200,Diesel,Mechanical,1.0,7000
13157,Lexus,LX серія,2004,0,SUV / Crossover,Black,4,Petrol,Automatic,1.0,4000
13158,VAZ,2104,1988,0,Universal,Blue,1500,Petrol,Mechanical,1.0,1200
13159,Acura,MDX,2004,266166,SUV / Crossover,Beige,3500,Gas / petrol,Automatic,1.0,9100
13160,Volkswagen,Golf,2000,0,Sedan,Black,19,Diesel,Mechanical,0.0,1692
13161,Chery,Elara,2007,46000,Sedan,Beige,2000,Gas / petrol,Mechanical,1.0,3000
13162,VAZ,2102,1983,0,Universal,White,1500,Gas / petrol,Mechanical,1.0,961
13163,VAZ,2115i,2003,190000,Sedan,Green,15,Petrol,Mechanical,0.0,2800
13164,VAZ,21053,1985,10000,Sedan,White,1450,Petrol,Mechanical,1.0,1400
13165,Honda,Prelude,1986,240000,Hatchback,Gray,1800,Gas / petrol,Mechanical,1.0,3000
13166,Honda,Accord,1993,265000,Sedan,Silver,2,Petrol,Mechanical,1.0,3153
13167,Volvo,S40,1999,0,Sedan,Silver,1,Gas / petrol,Mechanical,0.0,1600
13168,Subaru,Forester,2011,187000,SUV / Crossover,Gray,2000,Diesel,Mechanical,1.0,12200
13169,BMW,5 серия,2012,219,Universal,Asphalt,2000,Diesel,Automatic,1.0,21500
13170,Volkswagen,Caddy,2012,200000,Minivan,Gray,1600,Diesel,Mechanical,1.0,9200
13171,Skoda,Octavia,2001,135000,Hatchback,Black,2000,Gas / petrol,Mechanical,1.0,7299
13172,Nissan,Leaf,2014,56500,Hatchback,Silver,1,Electro,Variator,1.0,14200
13173,Volkswagen,Golf,1998,0,Hatchback,Blue,16,Gas / petrol,Mechanical,0.0,1499
13174,Audi,A4,1998,394211,Sedan,Blue,1800,Petrol,Mechanical,0.0,846
13175,Toyota,Avensis,2005,174300,Sedan,Gray,1794,Gas / petrol,Mechanical,1.0,7450
13176,Volvo,940,1992,328000,Sedan,Blue,2400,Diesel,Mechanical,1.0,2700
13177,BMW,X5,2005,167000,SUV / Crossover,Black,3000,Gas / petrol,Automatic,0.0,2300
13178,BMW,5 серия,1999,440000,Sedan,Asphalt,3,Diesel,Mechanical,0.0,1600
13179,Renault,25,1990,17200,Liftback,Blue,2000,Petrol,Mechanical,1.0,923
13180,Subaru,Justy,1989,96000,Hatchback,Red,1000,Petrol,Mechanical,1.0,2115
13181,Peugeot,Partner,2003,300000,Passenger van (up to 1.5 tons),Green,19,Diesel,Mechanical,0.0,1800
13182,GAZ,2752 Соболь,2002,250000,Minivan,Green,24,Gas / petrol,Mechanical,1.0,2200
13183,ZAZ,1103 Slavuta,2008,120000,Sedan,Red,1200,Gas / petrol,Mechanical,1.0,2350
13184,Volkswagen,Touareg,2005,0,SUV / Crossover,Gray,5000,Diesel,Automatic,0.0,5000
13185,Geely,CK,2008,94000,Sedan,Gray,1500,Gas / petrol,Mechanical,1.0,3200
13186,Hyundai,Tucson,2009,116000,SUV / Crossover,Gray,2000,Gas / petrol,Automatic,1.0,12500
13187,Volvo,V40 Kombi,2001,270000,Universal,Cherry,1900,Diesel,Mechanical,0.0,427
13188,VAZ,2107,1984,0,Sedan,White,1300,Petrol,Mechanical,1.0,576
13189,Toyota,Lite Ace,1972,0,Minivan,Gray,1500,Gas / petrol,Automatic,1.0,1200
13190,Ford,Granada,2013,130000,Hatchback,White,1000,Petrol,Mechanical,1.0,9200
13191,Seat,Leon,2011,40000,Hatchback,Red,2000,Petrol,Automatic,1.0,17500
13192,BMW,3 серия,1993,326554,Sedan,Blue,18,Gas / petrol,Mechanical,1.0,3500
13193,Nissan,Almera,2000,0,Sedan,Silver,1800,Diesel,Mechanical,0.0,800
13194,VAZ,2108,1988,0,Hatchback,White,1100,Gas / petrol,Mechanical,1.0,1900
13195,Honda,Accord,2004,250000,Sedan,Gray,2203,Diesel,Mechanical,1.0,6750
13196,Opel,Ascona,1983,222,Sedan,Red,1600,Petrol,Mechanical,1.0,1249
13197,Opel,Zafira,2003,215,Universal,Asphalt,1800,Gas / petrol,Mechanical,1.0,4300
13198,,Cuore,2004,100000,Hatchback,Red,989,Petrol,Automatic,1.0,4000
13199,Nissan,Primera,2003,190000,Sedan,Silver,2,Gas / petrol,Variator,1.0,6300
13200,Mazda,323,2003,182,Sedan,Silver,2,Diesel,Mechanical,0.0,950
13201,Honda,CR-V,2003,263000,SUV / Crossover,Blue,2000,Gas / petrol,Automatic,1.0,7300
13202,Mitsubishi,Space Star,2001,260000,Minivan,Silver,1600,Petrol,Mechanical,0.0,1300
13203,Volkswagen,Passat Sedan,1989,0,Sedan,Blue,1800,Petrol,Mechanical,1.0,2200
13204,BMW,5 серия,2009,180,Sedan,Black,35,Petrol,Automatic,0.0,8000
13205,Mercedes-Benz,V серия,2015,91300,Minivan,Silver,2200,Diesel,Automatic,1.0,44000
13206,VAZ,2106,1991,80000,Sedan,White,16,Gas / petrol,Mechanical,1.0,1100
13207,Opel,Zafira,2007,175000,Minivan,Gray,1800,Gas / petrol,Mechanical,1.0,7750
13208,Volkswagen,Crafter,2007,300000,Passenger van (up to 1.5 tons),White,2500,Diesel,Mechanical,1.0,6800
13209,SsangYong,Kyron,2007,48000,SUV / Crossover,Black,3200,Gas / petrol,Automatic,0.0,6700
13210,Volkswagen,Passat Variant,2001,278000,Universal,Blue,1600,Gas / petrol,Mechanical,1.0,6000
13211,Opel,Signum,2007,236000,Limousine,Asphalt,3,Diesel,Tiptronic,0.0,2300
13212,VAZ,2108,1990,72123,Coupe,White,15,Petrol,Mechanical,1.0,950
13213,Volvo,S60,2006,186000,Sedan,Black,2400,Diesel,Mechanical,1.0,7900
13214,Opel,Vivaro,2005,265,Minivan,White,19,Diesel,Mechanical,1.0,8500
13215,Daewoo,Lanos (Sens),2012,170,Sedan,Gray,15,Petrol,Mechanical,1.0,1150
13216,Opel,Astra,2003,242,Hatchback,Silver,1686,Diesel,Mechanical,1.0,1800
13217,Peugeot,207,2008,190000,Hatchback,Red,1400,Petrol,Mechanical,1.0,4900
13218,Volkswagen,Touareg,2005,0,SUV / Crossover,Silver,4172,Petrol,Automatic,0.0,5600
13219,Audi,A6,2002,238000,Universal,Black,2500,Diesel,Tiptronic,1.0,6550
13220,Volkswagen,Caddy,2011,190000,Passenger van (up to 1.5 tons),White,1600,Diesel,Mechanical,1.0,7900
13221,Moskvich/AZLK,401,1954,0,Hatchback,Gray,1000,Petrol,Mechanical,1.0,769
13222,Mercedes-Benz,CLK серия,1999,0,Coupe,Blue,2000,Petrol,Mechanical,1.0,6500
13223,Mercedes-Benz,C серия,2002,0,Sedan,Blue,2200,Diesel,Mechanical,0.0,1500
13224,Ford,Transit,2004,250000,Minivan,Blue,1800,Diesel,Mechanical,1.0,5800
13225,Skoda,Fabia,2000,0,Hatchback,Blue,1400,Petrol,Mechanical,0.0,2500
13226,VAZ,2105,1981,5000,Sedan,Beige,1300,Gas / petrol,Mechanical,1.0,1100
13227,ZAZ,1102,1986,0,Hatchback,White,1,Petrol,Mechanical,1.0,576
13228,Nissan,Altima,2014,77000,Sedan,Gray,2500,Petrol,Variator,1.0,13600
13229,Chevrolet,Lacetti,2005,209,Sedan,Black,18,Gas / petrol,Automatic,1.0,0
13230,Renault,Kangoo Passenger,2005,171215,Universal,Red,1500,Diesel,Mechanical,1.0,5100
13231,Toyota,Corolla,2002,250000,Hatchback,Gray,1998,Diesel,Mechanical,0.0,39316
13232,Opel,Vectra,1992,0,Sedan,Gray,1600,Petrol,Mechanical,1.0,1000
13233,VAZ,2103,1973,230000,Sedan,Blue,1500,Petrol,Mechanical,1.0,911
13234,Opel,Vivaro,2006,0,Other,Blue,25,Diesel,Mechanical,1.0,8800
13235,Volkswagen,Golf,1998,330,Hatchback,Silver,19,Diesel,Mechanical,0.0,1499
13236,Citroen,CX,1991,160,Limousine,White,2500,Diesel,Mechanical,1.0,1700
13237,Ford,Escort,1997,0,Universal,Red,13,Petrol,Mechanical,1.0,2500
13238,BMW,5 серия,2013,160000,Sedan,Silver,2,Petrol,Automatic,1.0,20500
13239,Volkswagen,Golf,1998,260000,Hatchback,Silver,1400,Petrol,Mechanical,0.0,1400
13240,Hyundai,Matrix,2008,89000,Minivan,Gray,1800,Petrol,Automatic,1.0,6700
13241,Ford,Maverick,2001,185000,SUV / Crossover,Black,2,Petrol,Mechanical,0.0,3500
13242,Volkswagen,Caddy,2014,238,Passenger van (up to 1.5 tons),Silver,1600,Diesel,Mechanical,1.0,9800
13243,Mazda,6,2003,266000,Hatchback,Blue,2,Diesel,Mechanical,0.0,2300
13244,VAZ,2110,2007,141,Sedan,Asphalt,1700,Gas / petrol,Mechanical,1.0,2400
13245,VAZ,21063,1987,0,Other,Brown,1300,Petrol,Mechanical,1.0,1100
13246,Ford,Transit,2011,180000,Minivan,White,18,Diesel,Mechanical,1.0,8500
13247,VAZ,21093,1993,0,Hatchback,Safari,1900,Petrol,Mechanical,1.0,5000
13248,VAZ,2102,1979,1000,Universal,Beige,1,Petrol,Mechanical,1.0,1400
13249,Kia,Optima,2015,55000,Minivan,Blue,2400,Hybrid,Tiptronic,1.0,13999
13250,Mitsubishi,Pajero,1997,290,SUV / Crossover,Gray,2500,Diesel,Mechanical,0.0,3200
13251,VAZ,2120 Надежда,1995,37000,SUV / Crossover,Red,1700,Gas / petrol,Mechanical,1.0,4300
13252,VAZ,2101,1978,0,Sedan,Cherry,1300,Petrol,Mechanical,1.0,0
13253,Daewoo,Sens,2004,95000,Sedan,Safari,1300,Petrol,Mechanical,1.0,1400
13254,Fiat,127,1976,0,Hatchback,Red,900,Petrol,Mechanical,1.0,1800
13255,Volkswagen,LT,2001,450000,Minivan,White,28,Diesel,Mechanical,1.0,7000
13256,Opel,Astra,2012,166,Universal,Silver,1700,Diesel,Mechanical,1.0,9400
13257,BMW,7 серия,2005,256000,Sedan,Silver,3000,Diesel,Tiptronic,1.0,11800
13258,Mitsubishi,Outlander,2006,164000,SUV / Crossover,Red,2400,Petrol,Automatic,1.0,8500
13259,Mercedes-Benz,S серия,1982,0,Sedan,Gray,2980,Diesel,Automatic,1.0,5500
13260,Volkswagen,Golf,2001,230000,Hatchback,Black,1600,Petrol,Mechanical,1.0,5300
13261,Hyundai,Accent,1995,270000,Hatchback,Red,1500,Petrol,Mechanical,1.0,2200
13262,Volkswagen,Caddy,2007,220000,Other,Red,2000,Diesel,Mechanical,1.0,7500
13263,Audi,A8,1998,268000,Sedan,Black,4200,Gas / petrol,Tiptronic,1.0,5450
13264,Mitsubishi,Lancer,2007,149900,Sedan,Silver,2000,Gas / petrol,Variator,1.0,8600
13265,,414,1997,250000,Sedan,Blue,1400,Petrol,Mechanical,1.0,2550
13266,Volkswagen,Passat Sedan,1989,340,Sedan,Cherry,18,Gas / petrol,Mechanical,1.0,3700
13267,Kia,Sorento,2008,103000,Universal,Black,2500,Diesel,Mechanical,1.0,10100
13268,Hyundai,i10,2008,67000,Hatchback,Blue,1100,Petrol,Variator,1.0,6500
13269,Toyota,Land Cruiser Prado 120,2006,183000,SUV / Crossover,Silver,2700,Gas / petrol,Automatic,1.0,16500
13270,Ford,Transit,1987,0,Pickup,White,25,Diesel,Mechanical,1.0,3500
13271,Kia,Optima,2011,0,Sedan,Red,2000,Petrol,Automatic,1.0,12800
13272,Mercedes-Benz,230,1986,480000,Sedan,White,2300,Petrol,Mechanical,1.0,5000
13273,Volkswagen,Jetta,1987,0,Sedan,Gray,1800,Petrol,Mechanical,1.0,2000
13274,Alfa Romeo,33,1987,0,Hatchback,Black,1700,Petrol,Mechanical,1.0,1200
13275,Peugeot,Другая,2013,112000,Hatchback,White,1400,Diesel,Mechanical,1.0,9300
13276,ZAZ,1105,2004,100000,Pickup,White,1200,Petrol,Mechanical,1.0,1300
